AB_Order,speaker_1,file_1,onset_1,offset_1,item_1,word_1,interval_1,sex_1,phone_1,language_1,triplet_id,target_other,file_2,interval_2,item_2,language_2,offset_2,onset_2,phone_2,sex_2,speaker_2,word_2,distance
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,145.14,145.50789,Fbhavya2_46,ADA,46,F,d,ENG,t_0796792,TGT,stimuli_raw/wav/Mrajesh2.wav,47,Mrajesh2_47,ENG,129.07,128.7406,d,M,Mrajesh,ADA,0.21736717218590593
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,126.92788999999999,127.29,Mrajesh2_46,ADA,46,M,d,ENG,t_0935170,TGT,stimuli_raw/wav/FNiralee1.wav,46,FNiralee1_46,ENG,373.15218,372.64645,d,F,FNiralee,ADA,0.2520048423097752
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,320.82,321.21,Fbhavya1_47,ADA,47,F,d,ENG,t_0796205,TGT,stimuli_raw/wav/Mrajesh2.wav,46,Mrajesh2_46,ENG,127.29,126.92788999999999,d,M,Mrajesh,ADA,0.21976115443395275
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,175.82,176.28,Mnirbhay2_46,ADA,46,M,d,ENG,t_0356857,TGT,stimuli_raw/wav/Fsakshi2.wav,48,Fsakshi2_48,ENG,205.56,205.24572,d,F,Fsakshi,ADA,0.246091346992841
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,314.52,314.98,Mnirbhay1_46,ADA,46,M,d,ENG,t_0357763,TGT,stimuli_raw/wav/Fsakshi2.wav,48,Fsakshi2_48,ENG,205.56,205.24572,d,F,Fsakshi,ADA,0.2480674850781278
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,179.71,180.13,Mrajesh1_46,ADA,46,M,d,ENG,t_0934816,TGT,stimuli_raw/wav/FNiralee1.wav,46,FNiralee1_46,ENG,373.15218,372.64645,d,F,FNiralee,ADA,0.22833264128543224
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,126.92788999999999,127.29,Mrajesh2_46,ADA,46,M,d,ENG,t_0939058,TGT,stimuli_raw/wav/FNiralee1.wav,48,FNiralee1_48,ENG,377.41,376.87997,d,F,FNiralee,ADA,0.26847545428491754
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,316.69,317.12,Mnirbhay1_47,ADA,47,M,d,ENG,t_1400768,TGT,stimuli_raw/wav/Fsakshi1.wav,47,Fsakshi1_47,ENG,172.96,172.74,d,F,Fsakshi,ADA,0.27111775087571427
TgtOth,Fsakshi,stimuli_raw/wav/Fsakshi2.wav,205.24572,205.56,Fsakshi2_48,ADA,48,F,d,ENG,t_0504993,TGT,stimuli_raw/wav/Mnirbhay2.wav,46,Mnirbhay2_46,ENG,176.28,175.82,d,M,Mnirbhay,ADA,0.246091346992841
OthTgt,Fsakshi,stimuli_raw/wav/Fsakshi2.wav,205.24572,205.56,Fsakshi2_48,ADA,48,F,d,ENG,t_0504993,TGT,stimuli_raw/wav/Mnirbhay2.wav,46,Mnirbhay2_46,ENG,176.28,175.82,d,M,Mnirbhay,ADA,0.246091346992841
TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,164.70264,165.19,FNiralee2_48,ADA,48,F,d,ENG,t_0505044,TGT,stimuli_raw/wav/Mnirbhay2.wav,46,Mnirbhay2_46,ENG,176.28,175.82,d,M,Mnirbhay,ADA,0.22615752162171066
OthTgt,Fsakshi,stimuli_raw/wav/Fsakshi1.wav,172.74,172.96,Fsakshi1_47,ADA,47,F,d,ENG,t_0798980,TGT,stimuli_raw/wav/Mrajesh2.wav,48,Mrajesh2_48,ENG,130.82,130.48873999999998,d,M,Mrajesh,ADA,0.221065115166554
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,148.78,149.13,Fbhavya2_48,ADA,48,F,d,ENG,t_0052929,TGT,stimuli_raw/wav/Mrajesh1.wav,48,Mrajesh1_48,ENG,183.57,183.25495,d,M,Mrajesh,ADA,0.18631092643286007
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,179.71,180.13,Mrajesh1_46,ADA,46,M,d,ENG,t_0191548,TGT,stimuli_raw/wav/FNiralee2.wav,47,FNiralee2_47,ENG,162.44044,162.01984,d,F,FNiralee,ADA,0.21740247666570658
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,314.52,314.98,Mnirbhay1_46,ADA,46,M,d,ENG,t_0190741,TGT,stimuli_raw/wav/FNiralee2.wav,46,FNiralee2_46,ENG,159.69337,159.21716999999998,d,F,FNiralee,ADA,0.21273178711572338
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,148.78,149.13,Fbhavya2_48,ADA,48,F,d,ENG,t_0050373,TGT,stimuli_raw/wav/Mrajesh1.wav,46,Mrajesh1_46,ENG,180.13,179.71,d,M,Mrajesh,ADA,0.20458523695780734
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,337.76,338.25,Mnirbhay1_50,ADHA,50,M,dʱ,HIN,t_0362180,TGT,stimuli_raw/wav/Fsakshi2.wav,50,Fsakshi2_50,HIN,214.73746,214.45847999999998,dʱ,F,Fsakshi,ADHA,0.27866471535704285
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,153.42712,153.79581000000005,Fbhavya2_49,ADHA,49,F,dʱ,HIN,t_0803488,TGT,stimuli_raw/wav/Mrajesh2.wav,51,Mrajesh2_51,HIN,141.88,141.48882,dʱ,M,Mrajesh,ADHA,0.21015395622755192
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,141.48882,141.88,Mrajesh2_51,ADHA,51,M,dʱ,HIN,t_1233072,TGT,stimuli_raw/wav/Fbhavya1.wav,49,Fbhavya1_49,HIN,339.63549,339.23157000000003,dʱ,F,Fbhavya,ADHA,0.23250454057508524
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,199.37,199.8,Mnirbhay2_51,ADHA,51,M,dʱ,HIN,t_0364635,TGT,stimuli_raw/wav/Fsakshi2.wav,51,Fsakshi2_51,HIN,217.12,216.68,dʱ,F,Fsakshi,ADHA,0.2904569051813442
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,341.2481,341.64,Fbhavya1_50,ADHA,50,F,dʱ,HIN,t_0057452,TGT,stimuli_raw/wav/Mrajesh1.wav,51,Mrajesh1_51,HIN,194.90636999999998,194.50738,dʱ,M,Mrajesh,ADHA,0.21364392033397883
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,335.74,336.18,Mnirbhay1_49,ADHA,49,M,dʱ,HIN,t_1406611,TGT,stimuli_raw/wav/Fsakshi1.wav,50,Fsakshi1_50,HIN,182.82,182.56,dʱ,F,Fsakshi,ADHA,0.28375046770498086
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,195.88,196.32,Mnirbhay2_50,ADHA,50,M,dʱ,HIN,t_0362270,TGT,stimuli_raw/wav/Fsakshi2.wav,50,Fsakshi2_50,HIN,214.73746,214.45847999999998,dʱ,F,Fsakshi,ADHA,0.2836418451946261
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,153.42712,153.79581000000005,Fbhavya2_49,ADHA,49,F,dʱ,HIN,t_1094908,TGT,stimuli_raw/wav/Mnirbhay1.wav,50,Mnirbhay1_50,HIN,338.25,337.76,dʱ,M,Mnirbhay,ADHA,0.24355701599441504
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,195.88,196.32,Mnirbhay2_50,ADHA,50,M,dʱ,HIN,t_1406666,TGT,stimuli_raw/wav/Fsakshi1.wav,50,Fsakshi1_50,HIN,182.82,182.56,dʱ,F,Fsakshi,ADHA,0.27691323867429785
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,199.37,199.8,Mnirbhay2_51,ADHA,51,M,dʱ,HIN,t_0939969,TGT,stimuli_raw/wav/FNiralee1.wav,49,FNiralee1_49,HIN,397.74568999999997,397.21643,dʱ,F,FNiralee,ADHA,0.30043931292741904
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,195.88,196.32,Mnirbhay2_50,ADHA,50,M,dʱ,HIN,t_0654242,TGT,stimuli_raw/wav/Fbhavya2.wav,51,Fbhavya2_51,HIN,157.52,157.20508999999998,dʱ,F,Fbhavya,ADHA,0.2223933801461684
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,139.80311,140.11,Mrajesh2_50,ADHA,50,M,dʱ,HIN,t_0361769,TGT,stimuli_raw/wav/Fsakshi2.wav,50,Fsakshi2_50,HIN,214.73746,214.45847999999998,dʱ,F,Fsakshi,ADHA,0.2578439108144313
TgtOth,Fsakshi,stimuli_raw/wav/Fsakshi2.wav,212.33605,212.66,Fsakshi2_49,ADHA,49,F,dʱ,HIN,t_1093375,TGT,stimuli_raw/wav/Mnirbhay1.wav,49,Mnirbhay1_49,HIN,336.18,335.74,dʱ,M,Mnirbhay,ADHA,0.2527764547792429
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,190.81563,191.2513,Mrajesh1_49,ADHA,49,M,dʱ,HIN,t_0941740,TGT,stimuli_raw/wav/FNiralee1.wav,50,FNiralee1_50,HIN,399.89415,399.4068,dʱ,F,FNiralee,ADHA,0.2420036212697312
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,195.88,196.32,Mnirbhay2_50,ADHA,50,M,dʱ,HIN,t_1237340,TGT,stimuli_raw/wav/Fbhavya1.wav,50,Fbhavya1_50,HIN,341.64,341.2481,dʱ,F,Fbhavya,ADHA,0.22304288203355063
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,335.74,336.18,Mnirbhay1_49,ADHA,49,M,dʱ,HIN,t_0363607,TGT,stimuli_raw/wav/Fsakshi2.wav,51,Fsakshi2_51,HIN,217.12,216.68,dʱ,F,Fsakshi,ADHA,0.2238326520423925
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,141.48882,141.88,Mrajesh2_51,ADHA,51,M,dʱ,HIN,t_1238436,TGT,stimuli_raw/wav/Fbhavya1.wav,51,Fbhavya1_51,HIN,343.81776,343.41385,dʱ,F,Fbhavya,ADHA,0.27266305463316454
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,192.53073999999998,192.9594,Mnirbhay2_49,ADHA,49,M,dʱ,HIN,t_1405645,TGT,stimuli_raw/wav/Fsakshi1.wav,49,Fsakshi1_49,HIN,180.63,180.38,dʱ,F,Fsakshi,ADHA,0.2410912682410447
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,195.88,196.32,Mnirbhay2_50,ADHA,50,M,dʱ,HIN,t_1237952,TGT,stimuli_raw/wav/Fbhavya1.wav,51,Fbhavya1_51,HIN,343.81776,343.41385,dʱ,F,Fbhavya,ADHA,0.25278159982814774
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,153.42712,153.79581000000005,Fbhavya2_49,ADHA,49,F,dʱ,HIN,t_0053485,TGT,stimuli_raw/wav/Mrajesh1.wav,49,Mrajesh1_49,HIN,191.2513,190.81563,dʱ,M,Mrajesh,ADHA,0.23217240623796612
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,335.74,336.18,Mnirbhay1_49,ADHA,49,M,dʱ,HIN,t_1404511,TGT,stimuli_raw/wav/Fsakshi1.wav,49,Fsakshi1_49,HIN,180.63,180.38,dʱ,F,Fsakshi,ADHA,0.28009662192522594
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,339.2315700000001,339.63549,Fbhavya1_49,ADHA,49,F,dʱ,HIN,t_0802306,TGT,stimuli_raw/wav/Mrajesh2.wav,50,Mrajesh2_50,HIN,140.11,139.80311,dʱ,M,Mrajesh,ADHA,0.2522792491180864
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,139.80311,140.11,Mrajesh2_50,ADHA,50,M,dʱ,HIN,t_1408169,TGT,stimuli_raw/wav/Fsakshi1.wav,50,Fsakshi1_50,HIN,182.82,182.56,dʱ,F,Fsakshi,ADHA,0.22730026815604373
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,153.42712,153.79581000000005,Fbhavya2_49,ADHA,49,F,dʱ,HIN,t_0801472,TGT,stimuli_raw/wav/Mrajesh2.wav,50,Mrajesh2_50,HIN,140.11,139.80311,dʱ,M,Mrajesh,ADHA,0.24989959835580683
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,339.93,340.45,Mnirbhay1_51,ADHA,51,M,dʱ,HIN,t_1408221,TGT,stimuli_raw/wav/Fsakshi1.wav,50,Fsakshi1_50,HIN,182.82,182.56,dʱ,F,Fsakshi,ADHA,0.3176536401593664
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,195.88,196.32,Mnirbhay2_50,ADHA,50,M,dʱ,HIN,t_0651662,TGT,stimuli_raw/wav/Fbhavya2.wav,50,Fbhavya2_50,HIN,155.68289,155.32071000000002,dʱ,F,Fbhavya,ADHA,0.21736667906241391
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,192.53073999999998,192.9594,Mnirbhay2_49,ADHA,49,M,dʱ,HIN,t_0196339,TGT,stimuli_raw/wav/FNiralee2.wav,49,FNiralee2_49,HIN,174.24,173.71177,dʱ,F,FNiralee,ADHA,0.21341451381044688
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,153.42712,153.79581000000005,Fbhavya2_49,ADHA,49,F,dʱ,HIN,t_0053737,TGT,stimuli_raw/wav/Mrajesh1.wav,49,Mrajesh1_49,HIN,191.2513,190.81563,dʱ,M,Mrajesh,ADHA,0.23217240623796612
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,335.74,336.18,Mnirbhay1_49,ADHA,49,M,dʱ,HIN,t_1410703,TGT,stimuli_raw/wav/Fsakshi1.wav,51,Fsakshi1_51,HIN,185.22,184.92552,dʱ,F,Fsakshi,ADHA,0.23385537545510182
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,339.2315700000001,339.63549,Fbhavya1_49,ADHA,49,F,dʱ,HIN,t_0801622,TGT,stimuli_raw/wav/Mrajesh2.wav,50,Mrajesh2_50,HIN,140.11,139.80311,dʱ,M,Mrajesh,ADHA,0.2522792491180864
TgtOth,Fsakshi,stimuli_raw/wav/Fsakshi1.wav,182.56,182.82,Fsakshi1_50,ADHA,50,F,dʱ,HIN,t_0508586,TGT,stimuli_raw/wav/Mnirbhay2.wav,49,Mnirbhay2_49,HIN,192.9594,192.53073999999998,dʱ,M,Mnirbhay,ADHA,0.23869447475221817
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,199.37,199.8,Mnirbhay2_51,ADHA,51,M,dʱ,HIN,t_0363951,TGT,stimuli_raw/wav/Fsakshi2.wav,51,Fsakshi2_51,HIN,217.12,216.68,dʱ,F,Fsakshi,ADHA,0.2904569051813442
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,425.99905,426.44,Mnirbhay1_61,ABA,61,M,b,ENG,t_0374084,TGT,stimuli_raw/wav/Fsakshi2.wav,63,Fsakshi2_63,ENG,264.37,264.0,b,F,Fsakshi,ABA,0.22599464096095429
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,172.52456,172.87,Mrajesh2_63,ABA,63,M,b,ENG,t_0951743,TGT,stimuli_raw/wav/FNiralee1.wav,61,FNiralee1_61,ENG,475.43082000000004,475.01444000000004,b,F,FNiralee,ABA,0.20219433185935834
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,172.36821,172.7,Fbhavya2_57,ABA,57,F,b,ENG,t_0063129,TGT,stimuli_raw/wav/Mrajesh1.wav,61,Mrajesh1_61,ENG,222.41,222.02,b,M,Mrajesh,ABA,0.22040575578018368
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,428.28,428.74,Mnirbhay1_62,ABA,62,M,b,ENG,t_0372291,TGT,stimuli_raw/wav/Fsakshi2.wav,62,Fsakshi2_62,ENG,261.18532999999996,260.76,b,F,Fsakshi,ABA,0.2571821999674162
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,428.28,428.74,Mnirbhay1_62,ABA,62,M,b,ENG,t_0373253,TGT,stimuli_raw/wav/Fsakshi2.wav,62,Fsakshi2_62,ENG,261.18532999999996,260.76,b,F,Fsakshi,ABA,0.2571821999674162
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,172.36821,172.7,Fbhavya2_57,ABA,57,F,b,ENG,t_0062436,TGT,stimuli_raw/wav/Mrajesh1.wav,61,Mrajesh1_61,ENG,222.41,222.02,b,M,Mrajesh,ABA,0.22040575578018368
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,172.36821,172.7,Fbhavya2_57,ABA,57,F,b,ENG,t_0063276,TGT,stimuli_raw/wav/Mrajesh1.wav,61,Mrajesh1_61,ENG,222.41,222.02,b,M,Mrajesh,ABA,0.22040575578018368
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,245.0,245.42,Mnirbhay2_62,ABA,62,M,b,ENG,t_0374196,TGT,stimuli_raw/wav/Fsakshi2.wav,63,Fsakshi2_63,ENG,264.37,264.0,b,F,Fsakshi,ABA,0.2243951551975517
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,245.0,245.42,Mnirbhay2_62,ABA,62,M,b,ENG,t_0374235,TGT,stimuli_raw/wav/Fsakshi2.wav,63,Fsakshi2_63,ENG,264.37,264.0,b,F,Fsakshi,ABA,0.2243951551975517
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,428.38,428.76003,Fbhavya1_65,ABA,65,F,b,ENG,t_0062573,TGT,stimuli_raw/wav/Mrajesh1.wav,61,Mrajesh1_61,ENG,222.41,222.02,b,M,Mrajesh,ABA,0.20298800829192526
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,428.28,428.74,Mnirbhay1_62,ABA,62,M,b,ENG,t_0373357,TGT,stimuli_raw/wav/Fsakshi2.wav,62,Fsakshi2_62,ENG,261.18532999999996,260.76,b,F,Fsakshi,ABA,0.2571821999674162
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,248.3,248.7,Mnirbhay2_63,ABA,63,M,b,ENG,t_0663023,TGT,stimuli_raw/wav/Fbhavya2.wav,57,Fbhavya2_57,ENG,172.7,172.36821,b,F,Fbhavya,ABA,0.27445413299716054
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,225.77,226.19,Mrajesh1_63,ABA,63,M,b,ENG,t_0951503,TGT,stimuli_raw/wav/FNiralee1.wav,61,FNiralee1_61,ENG,475.43082000000004,475.01444000000004,b,F,FNiralee,ABA,0.20299427491226585
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,225.77,226.19,Mrajesh1_63,ABA,63,M,b,ENG,t_0951503,TGT,stimuli_raw/wav/FNiralee1.wav,61,FNiralee1_61,ENG,475.43082000000004,475.01444000000004,b,F,FNiralee,ABA,0.20299427491226585
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,248.3,248.7,Mnirbhay2_63,ABA,63,M,b,ENG,t_0371571,TGT,stimuli_raw/wav/Fsakshi2.wav,61,Fsakshi2_61,ENG,258.67,258.28,b,F,Fsakshi,ABA,0.20896567729274035
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,428.38,428.76003,Fbhavya1_65,ABA,65,F,b,ENG,t_0810926,TGT,stimuli_raw/wav/Mrajesh2.wav,62,Mrajesh2_62,ENG,171.12,170.72062,b,M,Mrajesh,ABA,0.1946968017143551
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,170.50368999999995,170.87753999999995,Fbhavya2_56,ABA,56,F,b,ENG,t_0810242,TGT,stimuli_raw/wav/Mrajesh2.wav,62,Mrajesh2_62,ENG,171.12,170.72062,b,M,Mrajesh,ABA,0.20653608418703104
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,430.66,431.24591,Mnirbhay1_63,ABA,63,M,b,ENG,t_0372097,TGT,stimuli_raw/wav/Fsakshi2.wav,62,Fsakshi2_62,ENG,261.18532999999996,260.76,b,F,Fsakshi,ABA,0.29194265809387376
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,248.3,248.7,Mnirbhay2_63,ABA,63,M,b,ENG,t_0370726,TGT,stimuli_raw/wav/Fsakshi2.wav,61,Fsakshi2_61,ENG,258.67,258.28,b,F,Fsakshi,ABA,0.20896567729274035
OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,476.94867999999997,477.40014,FNiralee1_62,ABA,62,F,b,ENG,t_1104137,TGT,stimuli_raw/wav/Mnirbhay1.wav,62,Mnirbhay1_62,ENG,428.74,428.28,b,M,Mnirbhay,ABA,0.22995465110932245
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,184.3815,184.7621,Fbhavya2_61,ABA,61,F,b,ENG,t_0809614,TGT,stimuli_raw/wav/Mrajesh2.wav,61,Mrajesh2_61,ENG,169.35,168.97163,b,M,Mrajesh,ABA,0.18801053536535484
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,428.28,428.74,Mnirbhay1_62,ABA,62,M,b,ENG,t_0375424,TGT,stimuli_raw/wav/Fsakshi2.wav,63,Fsakshi2_63,ENG,264.37,264.0,b,F,Fsakshi,ABA,0.24365040896395784
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,430.66,431.05113,Fbhavya1_66,ABA,66,F,b,ENG,t_0064527,TGT,stimuli_raw/wav/Mrajesh1.wav,62,Mrajesh1_62,ENG,224.25,223.87,b,M,Mrajesh,ABA,0.20163585288269026
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,172.52456,172.87,Mrajesh2_63,ABA,63,M,b,ENG,t_0374993,TGT,stimuli_raw/wav/Fsakshi2.wav,63,Fsakshi2_63,ENG,264.37,264.0,b,F,Fsakshi,ABA,0.18979665816295851
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,200.47,200.86,Mrajesh1_53,ANA,53,M,n,ENG,t_0366777,TGT,stimuli_raw/wav/Fsakshi2.wav,53,Fsakshi2_53,ENG,227.19,226.8,n,F,Fsakshi,ANA,0.2304714708823997
OthTgt,Fsakshi,stimuli_raw/wav/Fsakshi2.wav,224.58,224.96,Fsakshi2_52,ANA,52,F,n,ENG,t_1098253,TGT,stimuli_raw/wav/Mnirbhay1.wav,52,Mnirbhay1_52,ENG,359.1,358.67,n,M,Mnirbhay,ANA,0.205033447003415
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,165.04,165.39,Fbhavya2_54,ANA,54,F,n,ENG,t_0059751,TGT,stimuli_raw/wav/Mrajesh1.wav,53,Mrajesh1_53,ENG,200.86,200.47,n,M,Mrajesh,ANA,0.24131340907384952
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,200.47,200.86,Mrajesh1_53,ANA,53,M,n,ENG,t_1413933,TGT,stimuli_raw/wav/Fsakshi1.wav,54,Fsakshi1_54,ENG,195.1,194.7,n,F,Fsakshi,ANA,0.2610901151049216
TgtOth,Fsakshi,stimuli_raw/wav/Fsakshi1.wav,194.7,195.1,Fsakshi1_54,ANA,54,F,n,ENG,t_0805767,TGT,stimuli_raw/wav/Mrajesh2.wav,53,Mrajesh2_53,ENG,147.64,147.2,n,M,Mrajesh,ANA,0.22703747787379205
OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,421.11981,421.58,FNiralee1_54,ANA,54,F,n,ENG,t_0516285,TGT,stimuli_raw/wav/Mnirbhay2.wav,54,Mnirbhay2_54,ENG,212.32936,211.92,n,M,Mnirbhay,ANA,0.25224577857079444
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,145.54474,145.88,Mrajesh2_52,ANA,52,M,n,ENG,t_0204258,TGT,stimuli_raw/wav/FNiralee2.wav,54,FNiralee2_54,ENG,187.65,187.14128,n,F,FNiralee,ANA,0.24243710378712202
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,211.92,212.32936,Mnirbhay2_54,ANA,54,M,n,ENG,t_0203102,TGT,stimuli_raw/wav/FNiralee2.wav,53,FNiralee2_53,ENG,185.38,184.88,n,F,FNiralee,ANA,0.22255897465611274
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,200.47,200.86,Mrajesh1_53,ANA,53,M,n,ENG,t_0655893,TGT,stimuli_raw/wav/Fbhavya2.wav,52,Fbhavya2_52,ENG,161.54,161.16,n,F,Fbhavya,ANA,0.24672596939164865
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,211.92,212.32936,Mnirbhay2_54,ANA,54,M,n,ENG,t_1412078,TGT,stimuli_raw/wav/Fsakshi1.wav,52,Fsakshi1_52,ENG,190.52,190.13,n,F,Fsakshi,ANA,0.2519854719762109
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,355.67,356.0774,Fbhavya1_52,ANA,52,F,n,ENG,t_0061267,TGT,stimuli_raw/wav/Mrajesh1.wav,54,Mrajesh1_54,ENG,202.71,202.37083,n,M,Mrajesh,ANA,0.2762551535044013
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,208.33,208.79,Mnirbhay2_53,ANA,53,M,n,ENG,t_1412902,TGT,stimuli_raw/wav/Fsakshi1.wav,53,Fsakshi1_53,ENG,192.74,192.37,n,F,Fsakshi,ANA,0.2790175341176918
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,364.11,364.63,Mnirbhay1_54,ANA,54,M,n,ENG,t_0368162,TGT,stimuli_raw/wav/Fsakshi2.wav,53,Fsakshi2_53,ENG,227.19,226.8,n,F,Fsakshi,ANA,0.2529375914186717
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,355.67,356.0774,Fbhavya1_52,ANA,52,F,n,ENG,t_1099864,TGT,stimuli_raw/wav/Mnirbhay1.wav,53,Mnirbhay1_53,ENG,361.78,361.27,n,M,Mnirbhay,ANA,0.2652995208675875
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,163.06,163.43,Fbhavya2_53,ANA,53,F,n,ENG,t_0807935,TGT,stimuli_raw/wav/Mrajesh2.wav,54,Mrajesh2_54,ENG,149.41,149.07837,n,M,Mrajesh,ANA,0.2639710944821395
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,145.54474,145.88,Mrajesh2_52,ANA,52,M,n,ENG,t_0201299,TGT,stimuli_raw/wav/FNiralee2.wav,52,FNiralee2_52,ENG,183.07,182.63703,n,F,FNiralee,ANA,0.23643750865454302
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,361.27,361.78,Mnirbhay1_53,ANA,53,M,n,ENG,t_1413392,TGT,stimuli_raw/wav/Fsakshi1.wav,53,Fsakshi1_53,ENG,192.74,192.37,n,F,Fsakshi,ANA,0.28734097013483106
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,211.92,212.32936,Mnirbhay2_54,ANA,54,M,n,ENG,t_0202112,TGT,stimuli_raw/wav/FNiralee2.wav,52,FNiralee2_52,ENG,183.07,182.63703,n,F,FNiralee,ANA,0.25602785141482326
